,title,brand,category,actual_price,discount_price,rating,rating_count,discount_percent,price_category,popularity_score,revenue_potential
406,Smartphone with AMOLED Display,Apple,Headphones,47504.0,46516.0,1.1,5506.0,2.07982485685416,Premium,9.47515281818873,261557024.0
407,Gaming Laptop,JBL,Laptop,12321.0,10635.0,1.9,13054.0,13.683954224494766,Premium,18.006160314153135,160838334.0
408,Smartphone with AMOLED Display,HP,Monitor,7072.0,4298.0,1.2,13861.0,39.22511312217195,Premium,11.444287874973515,98024992.0
409,4K Action Camera,Boat,Laptop,67463.0,64903.0,1.4,11587.0,3.7946726353704996,Premium,13.100815502444936,781693781.0
410,Portable Bluetooth Speaker,Sony,Speaker,74055.0,69369.0,2.7,13515.0,6.327729390318007,Premium,25.681399509152293,1000853325.0
411,Android Tablet,Mi,Tablet,23764.0,22065.0,1.9,5854.0,7.149469786231275,Premium,16.482597424460455,139114456.0
412,4K Action Camera,LG,Smartphone,51437.0,47697.0,3.1,16600.0,7.271030581099208,Premium,30.123376461831636,853854200.0
413,Wireless Bluetooth Headphones,OnePlus,Tablet,30532.0,27047.0,2.0,17743.0,11.414253897550111,Premium,19.567605419180296,541729276.0
414,Laptop with SSD Storage,Sony,Speaker,61797.0,58546.0,4.8,3774.0,5.260773176691425,Premium,39.533547176079,233221878.0
415,4K Action Camera,JBL,Speaker,74324.0,70095.0,4.6,4927.0,5.689952101609171,Premium,39.112367123981436,366194348.0
416,Gaming Laptop,Dell,Smartphone,51748.0,47332.0,3.3,4429.0,8.533663136739584,Premium,27.707311048029293,229191892.0
417,Gaming Laptop,Boat,Monitor,1201.0,840.7,2.4,4606.0,30.0,Midrange,20.2447971958462,5531806.0
418,4K Action Camera,Boat,Headphones,3181.0,2226.7,2.5,4478.0,30.000000000000004,Premium,21.01788771551825,14244518.0
419,Smart Fitness Watch,Boat,Speaker,30163.0,29900.0,2.6,16076.0,0.8719291847627888,Premium,25.181376891223696,484900388.0
420,Laptop with SSD Storage,Dell,Headphones,5922.0,2635.0,3.9,18280.0,55.5048969942587,Premium,38.27310843761764,108254160.0
421,Wireless Bluetooth Headphones,OnePlus,Speaker,1678.0,1174.6,2.8,7366.0,30.000000000000004,Midrange,24.93334437071188,12360148.0
422,4K Action Camera,LG,Camera,71486.0,71378.0,4.4,4427.0,0.1510785328595809,Premium,36.94109449284552,316468522.0
423,Smart Fitness Watch,Sony,Smartphone,45501.0,42521.0,4.8,13476.0,6.5493066086459635,Premium,45.64195107729196,613171476.0
424,Gaming Laptop,Dell,Speaker,59551.0,54563.0,2.3,5361.0,8.376013836879313,Premium,19.750312333230582,319252911.0
425,Gaming Laptop,JBL,Camera,72872.0,69851.0,3.2,641.0,4.1456252058403775,Premium,20.68668257180788,46710952.0
426,Portable Bluetooth Speaker,LG,Tablet,39555.0,37978.0,1.4,10085.0,3.986853747945898,Premium,12.906465043691338,398912175.0
427,4K Action Camera,JBL,Smartwatch,63512.0,63340.0,1.8,19659.0,0.2708149641012722,Premium,17.795414508662084,1248582408.0
428,Laptop with SSD Storage,LG,Camera,50510.0,46741.0,2.7,4050.0,7.4618887349039795,Premium,22.428141416647264,204565500.0
429,Noise Cancelling Earbuds,OnePlus,Laptop,22799.0,21313.0,1.8,4553.0,6.517829729374096,Premium,15.162770243922635,103803847.0
430,Laptop with SSD Storage,Mi,Speaker,51928.0,50716.0,4.5,18688.0,2.334000924356802,Premium,44.260606775116365,970430464.0
431,Gaming Laptop,JBL,Camera,61660.0,58310.0,1.6,3343.0,5.433019785922802,Premium,12.983876758727348,206129380.0
432,Gaming Laptop,Dell,Headphones,4903.0,1508.0,2.8,2056.0,69.2433204160718,Premium,21.36121089102828,10080568.0
433,Smartphone with AMOLED Display,LG,Smartwatch,12932.0,10396.0,3.4,19192.0,19.610269099907207,Premium,33.53182308789999,248190944.0
434,Gaming Laptop,Boat,Monitor,30907.0,30296.0,3.8,9416.0,1.9768984372472254,Premium,34.77103301293824,291020312.0
435,Wireless Bluetooth Headphones,HP,Speaker,66056.0,62025.0,2.5,7226.0,6.102397965362723,Premium,22.213948228207453,477320656.0
436,High Resolution Monitor,Boat,Laptop,47294.0,45507.0,4.5,886.0,3.7784919862984734,Premium,30.545302420393107,41902484.0
437,4K Action Camera,Samsung,Monitor,63682.0,62728.0,3.3,8584.0,1.4980685279984924,Premium,29.890646851994198,546646288.0
438,Laptop with SSD Storage,Mi,Camera,70654.0,67050.0,2.8,18830.0,5.100914314830017,Premium,27.561127235559795,1330414820.0
439,High Resolution Monitor,Mi,Monitor,56644.0,52104.0,1.3,11530.0,8.014970694160017,Premium,12.15863264170245,653105320.0
440,Smart Fitness Watch,Boat,Monitor,54075.0,52299.0,2.9,3591.0,3.284327323162275,Premium,23.74074684532406,194183325.0
441,Noise Cancelling Earbuds,Sony,Smartwatch,7649.0,4676.0,2.9,18565.0,38.86782585958949,Premium,28.504352966883644,142003685.0
442,Wireless Bluetooth Headphones,OnePlus,Tablet,71454.0,67873.0,3.5,16738.0,5.011615864752148,Premium,34.03923811785917,1195997052.0
443,Laptop with SSD Storage,JBL,Monitor,27764.0,23808.0,4.3,2631.0,14.248667339000143,Premium,33.864646957514395,73047084.0
444,High Resolution Monitor,Dell,Monitor,42924.0,41940.0,3.0,17905.0,2.2924238188426056,Premium,29.378673393582304,768554220.0
445,Noise Cancelling Earbuds,Mi,Speaker,37644.0,37520.0,1.5,19056.0,0.3294017638933164,Premium,14.782784650692564,717344064.0
446,Smartphone with AMOLED Display,Boat,Tablet,24599.0,24255.0,1.1,11370.0,1.398430830521566,Premium,10.272703686987196,279690630.0
447,Wireless Bluetooth Headphones,Boat,Smartwatch,48275.0,48205.0,2.2,18721.0,0.14500258933195237,Premium,21.64240008024972,903756275.0
448,Wireless Bluetooth Headphones,OnePlus,Laptop,1762.0,1233.4,3.8,17012.0,29.999999999999993,Midrange,37.01858553939212,29975144.0
449,Smartphone with AMOLED Display,OnePlus,Camera,40881.0,39793.0,4.2,2679.0,2.6613830385753774,Premium,33.15300270872059,109520199.0
450,4K Action Camera,Apple,Smartwatch,71589.0,66884.0,2.2,4422.0,6.572238751763539,Premium,18.46806165131032,316566558.0
451,Smartphone with AMOLED Display,Apple,Smartwatch,14475.0,13316.0,3.0,7463.0,8.006908462867012,Premium,26.75354022758154,108026925.0
452,Wireless Bluetooth Headphones,Sony,Smartphone,6491.0,2670.0,2.7,9613.0,58.866122323216764,Premium,24.761634250825548,62397983.0
453,Wireless Bluetooth Headphones,Sony,Smartwatch,66837.0,66416.0,2.6,17510.0,0.6298906294417763,Premium,25.403519788066944,1170315870.0
454,High Resolution Monitor,Samsung,Tablet,47945.0,42982.0,1.9,1780.0,10.351444363332986,Premium,14.221367538250355,85342100.0
455,Gaming Laptop,Sony,Smartphone,23583.0,22359.0,1.5,9424.0,5.190179366492813,Premium,13.726681518474319,222246192.0
456,Noise Cancelling Earbuds,LG,Camera,59423.0,58209.0,1.8,6571.0,2.0429799909126096,Premium,15.823032262482887,390468533.0
457,Smartphone with AMOLED Display,OnePlus,Monitor,30324.0,29182.0,1.2,825.0,3.765993932198918,Premium,8.059913728225172,25017300.0
458,Noise Cancelling Earbuds,Dell,Speaker,49930.0,48597.0,1.8,11155.0,2.6697376326857603,Premium,16.775518947745283,556969150.0
459,Smartphone with AMOLED Display,LG,Speaker,31034.0,28973.0,1.0,2395.0,6.641103306051427,Premium,7.78155595923534,74326430.0
460,Smart Fitness Watch,JBL,Camera,815.0,570.5,3.5,4145.0,30.0,Midrange,29.154647525485036,3378175.0
461,Wireless Bluetooth Headphones,Boat,Camera,67027.0,64986.0,2.3,15779.0,3.04504155041998,Premium,22.23294676711969,1057619033.0
462,Gaming Laptop,Sony,Tablet,46516.0,45946.0,4.9,5492.0,1.2253848138275003,Premium,42.195026183378836,255465872.0
463,High Resolution Monitor,Boat,Headphones,72133.0,67617.0,1.8,7111.0,6.260657396753219,Premium,15.965169798948734,512937763.0
464,Gaming Laptop,Mi,Monitor,59055.0,54809.0,2.4,13087.0,7.189907713148759,Premium,22.750682541222066,772852785.0
465,Gaming Laptop,Samsung,Camera,28156.0,23350.0,2.4,9984.0,17.069185963915327,Premium,22.101214190039798,281109504.0
466,Gaming Laptop,Mi,Smartwatch,74170.0,73878.0,1.0,6792.0,0.39369017122825933,Premium,8.823647949191303,503762640.0
467,Noise Cancelling Earbuds,Samsung,Tablet,24462.0,21612.0,4.4,19935.0,11.650723571253373,Premium,43.561242654983594,487649970.0
468,Smartphone with AMOLED Display,Apple,Speaker,6308.0,1651.0,1.1,7711.0,73.82688649334179,Premium,9.845586119919421,48640988.0
469,Android Tablet,Boat,Laptop,8287.0,5341.0,4.8,1565.0,35.54965608784843,Premium,35.31014340744359,12969155.0
470,Smart Fitness Watch,Samsung,Tablet,62832.0,60180.0,4.6,3667.0,4.220779220779221,Premium,37.75404843353123,230404944.0
471,Laptop with SSD Storage,HP,Speaker,3632.0,1309.0,3.1,6459.0,63.95925110132159,Premium,27.19749225000761,23459088.0
472,Gaming Laptop,LG,Smartphone,66623.0,65032.0,3.2,4096.0,2.3880641820392357,Premium,26.61763288814999,272887808.0
473,4K Action Camera,Samsung,Tablet,39290.0,36475.0,3.6,1019.0,7.164672944769661,Premium,24.93920846260194,40036510.0
474,Noise Cancelling Earbuds,Samsung,Speaker,10173.0,8009.0,2.5,9476.0,21.271994495232477,Premium,22.891557723675486,96399348.0
475,High Resolution Monitor,LG,Headphones,36744.0,32203.0,3.6,8254.0,12.358480296102766,Premium,32.466867682875225,303284976.0
476,Laptop with SSD Storage,Boat,Tablet,35640.0,30883.0,1.2,11584.0,13.347362514029182,Premium,11.22895972423977,412853760.0
477,Android Tablet,Boat,Tablet,5333.0,2200.0,1.2,5965.0,58.747421713857115,Premium,10.432598358089631,31811345.0
478,4K Action Camera,LG,Monitor,73624.0,71717.0,2.8,11464.0,2.590187982179724,Premium,26.171751746817613,844025536.0
479,Android Tablet,Mi,Camera,15989.0,15170.0,3.2,18653.0,5.122271561698668,Premium,31.46821081371779,298242817.0
480,Laptop with SSD Storage,HP,Monitor,366.0,256.2,4.6,12439.0,30.000000000000004,Budget,43.37189288494858,4552674.0
481,Gaming Laptop,Dell,Tablet,45546.0,45090.0,1.4,4721.0,1.0011856145435383,Premium,11.84398280470364,215022666.0
482,4K Action Camera,JBL,Camera,7833.0,4811.0,4.3,8408.0,38.58036512192008,Premium,38.859348711281456,65859864.0
483,Android Tablet,HP,Speaker,70452.0,68530.0,1.8,195.0,2.728098563561006,Premium,9.50060638661493,13738140.0
484,High Resolution Monitor,Boat,Laptop,59958.0,57214.0,2.6,3273.0,4.576536909169753,Premium,21.04379617062081,196242534.0
485,Smartphone with AMOLED Display,Dell,Laptop,38798.0,36479.0,2.3,15330.0,5.977112222279499,Premium,22.166554063014043,594773340.0
486,Wireless Bluetooth Headphones,Apple,Tablet,12072.0,7273.0,2.6,10886.0,39.75314777998675,Premium,24.16784420929107,131415792.0
487,Smartphone with AMOLED Display,Sony,Headphones,49336.0,48105.0,1.6,3212.0,2.49513539808659,Premium,12.919936574585373,158467232.0
488,Laptop with SSD Storage,Samsung,Smartphone,58831.0,57342.0,3.0,2755.0,2.5309785657221533,Premium,23.76460689640065,162079405.0
489,Noise Cancelling Earbuds,LG,Speaker,13240.0,10137.0,4.2,17905.0,23.43655589123867,Premium,41.13014275101523,237062200.0
490,Wireless Bluetooth Headphones,LG,Camera,17232.0,13849.0,2.8,1080.0,19.632079851439183,Premium,19.559797089389782,18610560.0
491,Smart Fitness Watch,Samsung,Tablet,57127.0,54180.0,3.0,15501.0,5.158681534125719,Premium,28.94617298052437,885525627.0
492,High Resolution Monitor,Sony,Speaker,61731.0,58778.0,4.4,17105.0,4.78365812962693,Premium,42.887612055819204,1055908755.0
493,Smart Fitness Watch,JBL,Tablet,24948.0,24670.0,3.8,14047.0,1.1143177809844478,Premium,36.290894200324615,350444556.0
494,4K Action Camera,Sony,Headphones,33266.0,29257.0,3.0,17946.0,12.051343714302892,Premium,29.38553474708783,596991636.0
495,Wireless Bluetooth Headphones,Dell,Smartwatch,28077.0,26134.0,2.0,639.0,6.920255012999964,Premium,12.922936352707435,17941203.0
496,Smart Fitness Watch,Sony,Smartwatch,32867.0,31504.0,4.5,12502.0,4.147016764535857,Premium,42.4517575252275,410903234.0
497,Smart Fitness Watch,Dell,Headphones,17474.0,16354.0,3.3,5190.0,6.409522719468925,Premium,28.230449398229855,90690060.0
498,Android Tablet,Sony,Camera,42898.0,41874.0,1.9,3736.0,2.3870576716863257,Premium,15.62947301602242,160266928.0
499,Smartphone with AMOLED Display,JBL,Monitor,59499.0,57711.0,2.1,16473.0,3.0050925225634044,Premium,20.390031184952505,980127027.0
500,Android Tablet,JBL,Headphones,14098.0,10763.0,4.2,1251.0,23.655837707476238,Premium,29.956489716972186,17636598.0
501,Wireless Bluetooth Headphones,Boat,Tablet,65664.0,64857.0,1.2,9294.0,1.228983918128655,Premium,10.964678280186654,610281216.0
502,Wireless Bluetooth Headphones,Samsung,Camera,17858.0,14713.0,5.0,16732.0,17.6111546645761,Premium,48.62569048247287,298800056.0
503,Laptop with SSD Storage,JBL,Laptop,61384.0,61014.0,1.5,4052.0,0.6027629349667666,Premium,12.460818939942463,248727968.0
504,Android Tablet,Dell,Headphones,44537.0,42166.0,4.2,19325.0,5.323663470822013,Premium,41.45066779794887,860677525.0
505,Portable Bluetooth Speaker,JBL,Camera,65797.0,65192.0,2.6,271.0,0.9194948097937595,Premium,14.575085372369594,17830987.0
506,Smartphone with AMOLED Display,Boat,Headphones,478.0,334.6,3.0,18414.0,29.999999999999993,Budget,29.462762486637494,8801892.0
507,Wireless Bluetooth Headphones,LG,Headphones,17418.0,15982.0,4.5,11698.0,8.244344930531634,Premium,42.15266391171421,203755764.0
508,Laptop with SSD Storage,Dell,Monitor,22916.0,18103.0,2.7,15889.0,21.002792808518066,Premium,26.11830220073306,364112324.0
509,Android Tablet,Boat,Monitor,1098.0,768.6,3.1,9657.0,30.0,Midrange,28.444179785943813,10603386.0
510,Smartphone with AMOLED Display,Mi,Tablet,7901.0,5424.0,1.2,9387.0,31.35046196683964,Premium,10.976625068365097,74166687.0
511,Android Tablet,Mi,Camera,25663.0,23609.0,1.0,16376.0,8.003740794139423,Premium,9.703633190449867,420257288.0
512,Smart Fitness Watch,Apple,Camera,3095.0,1115.0,2.0,11279.0,63.97415185783522,Premium,18.6615730501041,34908505.0
513,Laptop with SSD Storage,Sony,Smartphone,45564.0,40673.0,3.7,12015.0,10.734351681151786,Premium,34.757779183814485,547451460.0
514,Smartphone with AMOLED Display,Samsung,Headphones,73133.0,68313.0,1.5,7041.0,6.590731954111003,Premium,13.289471249572497,514929453.0
515,Gaming Laptop,OnePlus,Smartwatch,3384.0,1171.0,1.5,17510.0,65.39598108747045,Premium,14.655876800807851,59253840.0
516,4K Action Camera,HP,Headphones,76946.0,73029.0,2.6,8708.0,5.090583006264134,Premium,23.587491857001126,670045768.0
517,4K Action Camera,Boat,Headphones,1031.0,721.7,3.6,10857.0,29.999999999999993,Midrange,33.453566692075434,11193567.0
518,Smartphone with AMOLED Display,LG,Camera,1429.0,1000.3,3.8,9493.0,30.000000000000004,Midrange,34.8019781366228,13565497.0
519,Android Tablet,HP,Headphones,28322.0,25759.0,1.7,8052.0,9.049502153802697,Premium,15.289459952052425,228048744.0
520,Laptop with SSD Storage,LG,Speaker,39279.0,1333.5,1.3,16995.0,96.60505613686703,Premium,12.662953291605113,667546605.0
521,4K Action Camera,HP,Headphones,77806.0,75429.0,4.8,17133.0,3.0550343161195794,Premium,46.794336348115145,1333050198.0
522,Laptop with SSD Storage,Boat,Speaker,44430.0,43763.0,2.0,13580.0,1.5012379023182536,Premium,19.032854072208135,603359400.0
523,4K Action Camera,OnePlus,Monitor,29565.0,27350.0,4.4,18240.0,7.491966852697446,Premium,43.17027918142242,539265600.0
524,Smart Fitness Watch,HP,Smartwatch,32630.0,29272.0,4.5,17910.0,10.291143119828378,Premium,44.06926647701366,584403300.0
525,Android Tablet,Boat,Tablet,68769.0,67727.0,4.1,10216.0,1.5152176125870669,Premium,37.85041394222483,702544104.0
526,Smart Fitness Watch,JBL,Camera,15487.0,14060.0,1.7,6229.0,9.214179634532188,Premium,14.853123740028547,96468523.0
527,4K Action Camera,OnePlus,Headphones,26091.0,21660.0,4.3,13343.0,16.982867655513395,Premium,40.84493513577367,348132213.0
528,Gaming Laptop,Dell,Speaker,70910.0,67686.0,4.1,2098.0,4.546608376815682,Premium,31.36178691126459,148769180.0
529,Gaming Laptop,LG,Speaker,40167.0,35335.0,3.4,15438.0,12.029775686508826,Premium,32.79181698578255,620098146.0
530,Smart Fitness Watch,Mi,Monitor,1193.0,835.1,2.3,7865.0,30.0,Midrange,20.631701391881037,9382945.0
531,Gaming Laptop,Sony,Speaker,20073.0,15190.0,2.1,16557.0,24.326209335923878,Premium,20.400711760167376,332348661.0
532,4K Action Camera,Mi,Tablet,4539.0,1411.0,1.5,12211.0,68.91385767790263,Premium,14.115261530782153,55425729.0
533,Smartphone with AMOLED Display,OnePlus,Laptop,21163.0,18427.0,3.0,500.0,12.928223786797712,Premium,18.649818303254595,10581500.0
534,Smart Fitness Watch,Dell,Smartphone,51715.0,48682.0,3.3,3646.0,5.864836121048052,Premium,27.06547862966864,188552890.0
535,Noise Cancelling Earbuds,LG,Tablet,69268.0,66695.0,2.4,18747.0,3.7145579488364033,Premium,23.61322166170223,1298567196.0
536,Android Tablet,Dell,Smartwatch,60730.0,57098.0,2.9,10048.0,5.980569734892145,Premium,26.724162377541983,610215040.0
537,Gaming Laptop,HP,Tablet,1815.0,280.0,2.5,11344.0,84.57300275482093,Midrange,23.341330993034855,20589360.0
538,Gaming Laptop,LG,Monitor,14905.0,12755.0,3.6,18280.0,14.42468970144247,Premium,35.32902317318551,272463400.0
539,Wireless Bluetooth Headphones,HP,Monitor,56540.0,51909.0,4.6,9910.0,8.190661478599221,Premium,42.32644243987085,560311400.0
540,Portable Bluetooth Speaker,Boat,Tablet,5886.0,2121.0,1.7,1778.0,63.965341488277275,Premium,12.722471369031918,10465308.0
541,Smart Fitness Watch,OnePlus,Headphones,31486.0,29435.0,2.5,12984.0,6.514006224988885,Premium,23.678875310242123,408814224.0
542,High Resolution Monitor,Boat,Laptop,27228.0,25791.0,1.6,19441.0,5.277655354781842,Premium,15.800305525409625,529339548.0
543,Gaming Laptop,Apple,Headphones,21011.0,17778.0,3.5,5190.0,15.387178144781306,Premium,29.941385725395303,109047090.0
544,Android Tablet,Dell,Headphones,55262.0,54182.0,3.9,15304.0,1.9543266620824438,Premium,37.580145920380104,845729648.0
545,Noise Cancelling Earbuds,HP,Tablet,20339.0,18524.0,4.7,6997.0,8.923742563547863,Premium,41.610884462759884,142311983.0
546,Gaming Laptop,JBL,Camera,36861.0,32048.0,2.1,12020.0,13.057160684734542,Premium,19.728261838538934,443069220.0
547,Noise Cancelling Earbuds,Boat,Camera,75783.0,74513.0,4.8,4747.0,1.6758375889051633,Premium,40.63429802750188,359741901.0
548,4K Action Camera,Apple,Camera,1877.0,1313.9,1.3,9286.0,29.999999999999993,Midrange,11.877282107308812,17429822.0
549,4K Action Camera,Samsung,Laptop,28650.0,24794.0,3.4,45.0,13.458987783595115,Premium,13.017380748062923,1289250.0
550,Portable Bluetooth Speaker,Mi,Headphones,34098.0,31634.0,1.2,7758.0,7.2262302774356275,Premium,10.74793048667274,264532284.0
551,Smartphone with AMOLED Display,LG,Smartphone,11085.0,6690.0,4.6,19585.0,39.648173207036535,Premium,45.4598233996914,217099725.0
552,High Resolution Monitor,Apple,Smartwatch,72527.0,70859.0,3.1,455.0,2.2998331655797153,Premium,18.979727709494597,32999785.0
553,Wireless Bluetooth Headphones,OnePlus,Camera,62257.0,60944.0,3.7,9854.0,2.1089997911881397,Premium,34.024216612471236,613480478.0
554,Portable Bluetooth Speaker,Boat,Camera,65731.0,64810.0,4.3,19308.0,1.4011653557682069,Premium,42.433804326002914,1269134148.0
555,Laptop with SSD Storage,OnePlus,Monitor,17597.0,16713.0,1.6,17349.0,5.023583565380463,Premium,15.618156456600008,305290353.0
556,Wireless Bluetooth Headphones,Mi,Headphones,72194.0,69322.0,1.2,1528.0,3.978169931019198,Premium,8.798843047114874,110312432.0
557,Smart Fitness Watch,JBL,Headphones,64072.0,63104.0,4.5,2976.0,1.5108003496066926,Premium,35.99402112457099,190678272.0
558,Android Tablet,Dell,Laptop,19881.0,18107.0,2.3,19455.0,8.923092399778684,Premium,22.714594804961553,386784855.0
559,Laptop with SSD Storage,Dell,Laptop,55492.0,53029.0,1.5,13288.0,4.438477618395444,Premium,14.24203785649726,737377696.0
560,Laptop with SSD Storage,OnePlus,Camera,1762.0,399.0,2.9,6387.0,77.35527809307605,Midrange,25.41031187707122,11253894.0
561,Portable Bluetooth Speaker,HP,Headphones,64473.0,59925.0,3.4,2521.0,7.054115676329626,Premium,26.631545556184538,162536433.0
562,Smartphone with AMOLED Display,JBL,Smartphone,15811.0,13656.0,1.1,6525.0,13.62975143887167,Premium,9.661904424868592,103166775.0
563,Portable Bluetooth Speaker,Dell,Smartwatch,76406.0,73788.0,2.1,1126.0,3.426432479124676,Premium,14.757360479483532,86033156.0
564,Smart Fitness Watch,JBL,Tablet,48965.0,47777.0,1.1,13348.0,2.426222812212805,Premium,10.449116430121308,653584820.0
565,Gaming Laptop,Apple,Headphones,44714.0,44455.0,2.7,7716.0,0.5792369280314891,Premium,24.16818860943553,345013224.0
566,Gaming Laptop,JBL,Monitor,72873.0,71759.0,4.6,16102.0,1.5286868936368752,Premium,44.55909999748278,1173401046.0
567,Smartphone with AMOLED Display,Sony,Tablet,13686.0,8725.0,4.9,3404.0,36.248721321058014,Premium,39.85170107105971,46587144.0
568,Smart Fitness Watch,Mi,Headphones,54760.0,52490.0,3.5,4492.0,4.14536157779401,Premium,29.43596568174556,245981920.0
569,Smartphone with AMOLED Display,Dell,Speaker,6521.0,6238.0,1.6,2343.0,4.339825180187088,Premium,12.415382641115045,15278703.0
570,Noise Cancelling Earbuds,JBL,Laptop,23774.0,22932.0,4.6,106.0,3.5416841928156813,Premium,21.495012638524766,2520044.0
571,Gaming Laptop,OnePlus,Monitor,21345.0,18185.0,3.1,15195.0,14.804403841649098,Premium,29.849241294353302,324337275.0
572,Laptop with SSD Storage,Samsung,Smartwatch,5222.0,3006.0,1.6,13241.0,42.43584833397166,Premium,15.185838200775667,69144502.0
573,High Resolution Monitor,Sony,Camera,23006.0,22622.0,4.7,19538.0,1.6691297922281145,Premium,46.4367884119082,449491228.0
574,Android Tablet,Sony,Monitor,43071.0,41662.0,4.0,12575.0,3.2713426667595367,Premium,37.75818205867595,541617825.0
575,Smart Fitness Watch,HP,Headphones,52635.0,51371.0,3.9,4801.0,2.4014439061461004,Premium,33.05947232944668,252700635.0
576,Wireless Bluetooth Headphones,JBL,Camera,53249.0,48780.0,3.8,5580.0,8.392645871283968,Premium,32.78306835299604,297129420.0
577,Smartphone with AMOLED Display,HP,Headphones,71014.0,70681.0,1.8,16598.0,0.4689216210887994,Premium,17.490775916819196,1178690372.0
578,Android Tablet,HP,Camera,15540.0,15278.0,1.8,5400.0,1.685971685971686,Premium,15.469810921067205,83916000.0
579,Wireless Bluetooth Headphones,Samsung,Smartwatch,3016.0,1308.0,3.8,6875.0,56.63129973474801,Premium,33.576010992710415,20735000.0
580,Android Tablet,Apple,Laptop,16874.0,12746.0,1.9,8656.0,24.463671921299042,Premium,17.22563469030997,146061344.0
581,High Resolution Monitor,JBL,Smartwatch,74017.0,69120.0,2.8,6247.0,6.616047664725672,Premium,24.472046736254658,462384199.0
582,Wireless Bluetooth Headphones,Boat,Speaker,44366.0,42899.0,4.1,6177.0,3.3065861245097596,Premium,35.78787448126196,274048782.0
583,Portable Bluetooth Speaker,Dell,Smartphone,62126.0,59690.0,4.1,7269.0,3.921063644850787,Premium,36.45519743916301,451593894.0
584,4K Action Camera,HP,Laptop,20513.0,18669.0,2.8,14974.0,8.989421342563253,Premium,26.919584784354218,307161662.0
585,Portable Bluetooth Speaker,Mi,Smartwatch,72216.0,72062.0,4.2,14037.0,0.21324914146449542,Premium,40.10799751261954,1013695992.0
586,Gaming Laptop,LG,Speaker,66451.0,61536.0,4.4,18756.0,7.3964274427773855,Premium,43.293018098265506,1246354956.0
587,4K Action Camera,Mi,Smartphone,51206.0,47263.0,3.6,16167.0,7.700269499668008,Premium,34.88684133270045,827847402.0
588,Portable Bluetooth Speaker,Samsung,Speaker,763.0,534.1,1.9,10380.0,30.0,Midrange,17.570691733267164,7919940.0
589,4K Action Camera,Samsung,Headphones,32273.0,28533.0,2.1,6617.0,11.58863446224398,Premium,18.474851825811275,213550441.0
590,4K Action Camera,OnePlus,Tablet,74994.0,71652.0,2.3,303.0,4.456356508520681,Premium,13.149163713234309,22723182.0
591,Laptop with SSD Storage,Apple,Headphones,20951.0,20523.0,1.5,12683.0,2.0428619158990022,Premium,14.172144953487358,265721533.0
592,Smartphone with AMOLED Display,Dell,Camera,68994.0,65651.0,2.1,16717.0,4.845348870916311,Premium,20.42090665074411,1153372698.0
593,Smartphone with AMOLED Display,HP,Laptop,20308.0,16929.0,1.8,11025.0,16.638763049044712,Premium,16.754420518469335,223895700.0
594,Laptop with SSD Storage,Mi,Headphones,70774.0,65916.0,2.8,18715.0,6.864102636561449,Premium,27.543975345561098,1324535410.0
595,Android Tablet,LG,Monitor,38485.0,34997.0,4.6,4561.0,9.06327140444329,Premium,38.75737545308393,175530085.0
596,Noise Cancelling Earbuds,Samsung,Speaker,74717.0,74443.0,1.4,79.0,0.3667170791118487,Premium,6.134837288543434,5902643.0
597,Android Tablet,Samsung,Laptop,71439.0,70652.0,3.9,3763.0,1.1016391606825402,Premium,32.10962625275055,268824957.0
598,Wireless Bluetooth Headphones,Apple,Tablet,35280.0,34995.0,3.7,10169.0,0.8078231292517007,Premium,34.140630709457646,358762320.0
599,Wireless Bluetooth Headphones,LG,Monitor,22804.0,18476.0,1.4,17116.0,18.97912646904052,Premium,13.64695836097393,390313264.0
600,4K Action Camera,LG,Headphones,55270.0,54509.0,4.7,3976.0,1.3768771485435138,Premium,38.954930312476144,219753520.0
601,Portable Bluetooth Speaker,Apple,Camera,17066.0,15128.0,3.3,17768.0,11.355912340325794,Premium,32.29119512831874,303228688.0
602,Portable Bluetooth Speaker,Samsung,Smartwatch,11995.0,7227.0,2.5,2124.0,39.749895789912465,Premium,19.153817703396292,25477380.0
603,Smartphone with AMOLED Display,Dell,Camera,18096.0,16787.0,4.0,6652.0,7.233642793987621,Premium,35.21129263896755,120374592.0
604,Smart Fitness Watch,JBL,Monitor,42843.0,42045.0,2.0,5283.0,1.8626146628387366,Premium,17.14487733128443,226339569.0
605,Android Tablet,JBL,Smartphone,14859.0,10823.0,3.8,7176.0,27.161989366713772,Premium,33.73881964023427,106628184.0
606,Gaming Laptop,Apple,Headphones,33439.0,29838.0,1.2,18676.0,10.76886270522444,Premium,11.802057719176327,624506764.0
607,High Resolution Monitor,LG,Monitor,9102.0,8543.0,4.4,12409.0,6.141507361019556,Premium,41.475534664074075,112946718.0
608,Portable Bluetooth Speaker,HP,Smartphone,74143.0,72270.0,2.8,12319.0,2.526199371484833,Premium,26.373141863845028,913367617.0
609,High Resolution Monitor,Apple,Smartphone,40505.0,35575.0,3.5,997.0,12.171336871991112,Premium,24.170136467090124,40383485.0
610,4K Action Camera,Dell,Speaker,34459.0,31468.0,1.9,11001.0,8.679880437621522,Premium,17.681081471527268,379083459.0
611,High Resolution Monitor,Apple,Laptop,11816.0,7534.0,3.7,4664.0,36.23899796885579,Premium,31.25701951914134,55109824.0
